CryoSleep_False,CryoSleep_True,VIP_False,VIP_True,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,cabindeck_A,cabindeck_B,cabindeck_C,cabindeck_D,cabindeck_E,cabindeck_F,cabindeck_G,cabindeck_T,cabinside_P,cabinside_S,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,cabinnum,Transported
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1.796406071098824,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1612072542681169,0
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-1.7130107296481514,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1612072542681169,1
0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-0.5432051293991595,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1612072542681169,1
1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.5432051293991595,1.1582617758432638,-0.2853550449067772,0.002851898834601559,-0.27375941036293405,-0.2127488495997911,-1.1475729726221409,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1.8652181652311177,-0.3457561632047509,-0.2186274191845057,-0.3094936723404968,0.9317342502083549,-0.15685104821080123,-1.1631550087889706,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.267956752869985,-0.3457561632047509,-0.2853550449067772,3.053426977311396,-0.27375941036293405,-0.26864665098878093,-1.1456252181012871,1
1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-1.8506349179127386,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1651027633098243,1
0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.6266004708498323,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1651027633098243,1
1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-0.13033256460539774,0.08684281101627603,0.07509329046799303,5.545250534019403,-0.023744046386582642,-0.2668721176113527,-1.1651027633098243,1
0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.488976282585245,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.153416236184702,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.47439303526686594,-0.27598213510458525,0.3676224353754512,-0.05267620270763815,0.9299858910197091,-0.26864665098878093,-1.1436774635804334,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2.27809073002488,-0.3457561632047509,0.06734811962522938,-0.3094936723404968,-0.25889835725944466,-0.24735225045964193,-1.1417297090595797,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2.27809073002488,-0.3442056292469694,-0.19420034191117416,0.032351202778916406,-0.27375941036293405,0.13860875913100226,-1.1553639907055557,0
0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-1.9882591061773258,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1475729726221409,1
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-0.7496414117960405,-0.3442056292469694,-0.13164319279654463,0.4644292429044691,-0.27375941036293405,-0.26953391767749507,-1.1475729726221409,1
1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.5432051293991595,2.671582918637967,-0.2633110971235268,-0.3094936723404968,-0.27375941036293405,-0.24823951714835607,-1.1378342000178723,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.6808293176637469,-0.05115471122627377,-0.2853550449067772,-0.3008174064745219,-0.27288523076861115,0.3746216983289594,-1.1417297090595797,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.8184535059283341,-0.32094761988024756,1.004513791599632,-0.3094936723404968,-0.27375941036293405,-0.22339604986436057,-1.139781954538726,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-1.024889788325215,-0.3457561632047509,-0.28475926253425693,-0.3094936723404968,-0.27375941036293405,0.6736305724256194,-1.1339386909761648,0
1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.5577883767175387,-0.27443160114680376,-0.23590510798759387,0.9711231694774064,-0.27375941036293405,-0.25888671741292557,-1.1612072542681169,0
1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.9018488473790068,-0.3442056292469694,4.7174295371460255,-0.3094936723404968,-0.27375941036293405,0.179423026811852,-1.1612072542681169,1
1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.13033256460539774,-0.11782767141087648,-0.2853550449067772,1.456994057972004,-0.27375941036293405,-0.26953391767749507,-1.1319909364553111,1
1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.061520470473104105,-0.3240486877958105,-0.2853550449067772,1.9376591869470166,-0.27375941036293405,-0.26953391767749507,-1.1378342000178723,1
1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.6266004708498323,-0.3457561632047509,3.1940140106116663,-0.3094936723404968,0.006852239414719107,8.296138695168665,-1.1592594997472632,0
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-1.0937018824575087,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1417297090595797,0
1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0.9018488473790068,11.13749832812473,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1358864454970186,0
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,-1.8506349179127386,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1358864454970186,1
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-0.33676884700227866,0.7210111997488926,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.25445038396935493,-1.139781954538726,1
0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.7642246591144195,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1573117452264094,1
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.9706609415113004,-0.01859349811286314,-0.2853550449067772,-0.3094936723404968,0.28396717081508066,0.18563389363285085,-1.1339386909761648,0
0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1.1082851297758878,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1573117452264094,1
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.42016418845295134,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1378342000178723,1
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.13033256460539774,-0.3442056292469694,0.12990526873985891,-0.2557008239714521,-0.10941364663022754,-0.26953391767749507,-1.1280954274136037,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.6808293176637469,-0.3457561632047509,-0.2853550449067772,0.8531259537001471,-0.27288523076861115,-0.23936685026121482,-1.1495207271429946,0
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-1.781822823780445,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1495207271429946,1
1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.7275939769665305,-0.3457561632047509,0.43435006109772273,-0.3094936723404968,-0.27113687157996536,0.29565496303340233,-1.1631550087889706,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.19914465873769138,-0.3457561632047509,0.22463466597058365,-0.3008174064745219,-0.24578566334460106,-0.26953391767749507,-1.1456252181012871,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.19914465873769138,-0.3457561632047509,1.3893892042477338,1.3511436144071094,-0.27375941036293405,-0.19234171575936623,-1.1456252181012871,1
1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-0.40558094113457227,0.13645989766528271,-0.030955971840617057,0.6032494967600683,-0.2414147653729865,-0.26953391767749507,-1.1300431819344574,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.7496414117960405,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,0.45180965292507885,-0.18879264900450973,-1.1222521638510425,0
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-1.368950258986683,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1319909364553111,1
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-1.5753865413835642,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1319909364553111,0
1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.5432051293991595,2.356824525208331,-0.2823761330441758,-0.27999436839618197,-0.27375941036293405,-0.26953391767749507,-1.1631550087889706,0
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-0.40558094113457227,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1300431819344574,0
1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.9018488473790068,3.0793733495344906,6.517288084529796,-0.3094936723404968,1.3592080718322566,0.12529975880029037,-1.1573117452264094,1
0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-0.061520470473104105,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1573117452264094,1
0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.007291623659189528,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1553639907055557,1
1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1.3147214121727686,-0.3457561632047509,1.2261448341771768,-0.1585266462725326,-0.25889835725944466,-0.25799945072421143,-1.1651027633098243,1
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2.415714918289467,-0.3457561632047509,-0.2853550449067772,1.0856498789082758,-0.27375941036293405,-0.26953391767749507,-1.1222521638510425,1
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-0.13033256460539774,-0.21861237866667127,-0.19181721242109304,0.4349299389601543,-0.06570466691408218,-0.26864665098878093,-1.1280954274136037,0
1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.28254000018836406,-0.3442056292469694,1.0390691692058083,-0.3094936723404968,-0.2632692552310592,0.08892182456301127,-1.1592594997472632,1
0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,-1.0937018824575087,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.167050517830678,1
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.007291623659189528,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,0.337292126068778,-0.20387618271264984,-1.12614767289275,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.7496414117960405,-0.26047679552677067,0.07032703148783077,-0.22446626685394225,-0.27375941036293405,-0.26864665098878093,-1.1144611457676277,0
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2.622151200686348,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1144611457676277,1
1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.42016418845295134,0.7411681412000516,-0.2853550449067772,0.2041412669252205,-0.27375941036293405,-0.24735225045964193,-1.153416236184702,0
1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2.209278635892586,3.3026502394550206,-0.08636373248500323,-0.2938763937817419,0.002481341443104571,-0.2677593843000668,-1.1612072542681169,0
1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1.1082851297758878,2.915016750009656,-0.2817803506716555,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1514684816638483,0
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.6808293176637469,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1105656367259202,1
1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.488976282585245,3.899605813200882,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1573117452264094,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.6808293176637469,-0.3457561632047509,-0.27701409169149327,0.9572411440918466,-0.27375941036293405,-0.26953391767749507,-1.1339386909761648,1
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-1.0937018824575087,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1319909364553111,1
0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.42016418845295134,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1553639907055557,1
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.33676884700227866,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1300431819344574,1
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.19914465873769138,0.33647877821909083,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,0.1403832925084305,-1.1105656367259202,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.6120172235314532,-0.3457561632047509,-0.035126448448259025,0.05490949403045129,-0.27375941036293405,-0.26953391767749507,-1.1066701276842128,1
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1.8652181652311177,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.118356654809335,0
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1.4523456004373558,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1164089002884814,1
1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0.9018488473790068,1.3164162395369725,-0.2853550449067772,-0.2921411406085469,-0.27375941036293405,-0.2021016493352216,-1.1066701276842128,0
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.6266004708498323,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1280954274136037,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.47439303526686594,6.040893208897076,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.21541064966593346,-1.1241999183718963,0
0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-0.19914465873769138,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1514684816638483,1
0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-0.8184535059283341,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1514684816638483,1
0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-0.8184535059283341,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.112513391246774,0
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,-1.0937018824575087,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.098879109600798,1
1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.13033256460539774,1.7707226891669396,-0.2853550449067772,-0.22620152002713725,-0.2545274592878301,-0.14797838132365998,-1.098879109600798,0
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.1449158119237768,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1222521638510425,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.33676884700227866,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.0805657200175716,0.23354629482341357,-1.1475729726221409,0
0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-0.6808293176637469,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1086178822050665,1
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.21372790605607045,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1203044093301888,1
1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-0.5432051293991595,0.0992470826785277,-0.2853550449067772,-0.281729621569377,-0.17322875701579976,-0.11426224715252326,-1.0930358460382368,0
1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.6266004708498323,-0.3457561632047509,5.878609381188054,-0.30775841916730184,12.812709116650986,1.603486062198022,-1.1631550087889706,0
1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.6266004708498323,4.947766768661148,-0.2853550449067772,-0.030117911456103267,-0.24928238172189268,-0.16394918172051423,-1.1553639907055557,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.6808293176637469,-0.3442056292469694,-0.15487870532483558,0.858331713219732,-0.27201105117428825,-0.2597739841016397,-1.1164089002884814,1
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-1.9882591061773258,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1164089002884814,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-1.781822823780445,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1164089002884814,1
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.6120172235314532,-0.3457561632047509,-0.2853550449067772,-0.30428791282091183,-0.01237971166038485,-0.1879053823157956,-1.1144611457676277,0
0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.33676884700227866,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1612072542681169,1
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.5577883767175387,-0.3193970859224661,-0.19837081851881613,0.42972417944056934,-0.27375941036293405,-0.06368804589581815,-1.0969313550799442,1
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.267956752869985,-0.24962305782230046,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,0.578693036733208,-1.112513391246774,0
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1.8652181652311177,-0.3457561632047509,-0.2853550449067772,-0.3094936723404968,-0.27375941036293405,-0.26953391767749507,-1.1066701276842128,1
